Login,Malayalam,Ward No.,Ward Name,Elected Members,Role,Party,Reservation
,,8.0,MAATTOL PALLI PRADESAM,K.V.MUHAMMEDALI,Vice President,IUML,General
,,9.0,MAATTOL SOUTH,A ASMA,Member,IUML,Woman
,,10.0,MAATTOL SOUTH MUNAMBA,THAHIRA P.M,Member,IUML,Woman
,,11.0,MAATTOL SOUTH CHAAL,S.MOIDU,Member,IUML,General
,,12.0,MAATTOL THANGALAVALLICHAAL,K.K.JOHN,Member,INC,General
,,13.0,MAATTOL OOLKKARAN CHAAL,ROSSARIYA DANIAL,Member,INC,Woman
,,14.0,MAATTOL CENTRAL CHAAL,KOYILERIYAN VELAYUDHAN,Member,INC,SC
,,15.0,MAATTOL ARIYIL CHAAL,P.V.IBRAHIM KUTTY MASTER,Member,IUML,General
,,16.0,MAATTOL BHAVUVALAPPIL CHAAL,V.P.K.ABDUL SALAM,Member,IUML,General
,,17.0,MAATTOL KAKKADAN CHAAL,V.JANAKI,Member,INC,Woman
,,1.0,KUDAKKACHIRA EAST,RAJANI RAVEENDRAN,Member,KC(M),SC Woman
,,2.0,VALAVOOR EAST,VALSAMMA THANKACHAN,Member,KC(M),Woman
,,3.0,NECHIPUZHOOR,RUGMINIYAMMA P.R,Member,INC,Woman
,,4.0,PAYAPPAR,SIBI GEORGE,Member,KC(M),General
,,5.0,ANTHINADU EAST,CLARIS KURYAKOSE,Vice President,KC(M),Woman
,,6.0,ANTHINADU WEST,LITTY PIOUS,Member,INC,Woman
,,7.0,KAROOR,SHYLAJA RAVEENDRAN,Member,KC(M),Woman
,,8.0,PONADU,SYAMALAKUMARI,Member,INDEPENDENT,Woman
,,9.0,ALLAPPARA,GEORGE AUGUSTINE,President,KC,General
,,10.0,VALLICHIRA EAST,ANIL KUMAR,Member,KC,SC
,,11.0,VALLICHIRA WEST,PRINCE AUGUSTIN,Member,KC(M),General
,,12.0,EDANADU WEST,N SREENARAYANAN,Member,CPI(M),General
,,13.0,EDANADU EAST,RANI TOMY,Member,KC(M),Woman
,,14.0,VALAVOOR WEST,GEORGEKUTTY ABRAHAM,Member,KC(M),General
,,15.0,KUDAKKACHIRA WEST,SAJU GEORGE,Member,KC(M),General
,,1.0,KAKKATTUKUNNU,K.SANTHAKUMARI,President,CPI(M),Woman
,,2.0,KULATHINGAL,M. SURESH,Member,CPI(M),General
,,3.0,POOLAPARAMBU,C.SUKUMARAN,Member,CPI(M),General
,,4.0,CHETTIYARPADOM,ROSY,Member,CPI(M),Woman
,,5.0,PARAKKALAM,N.SELVAMANI,Member,CPI,Woman
,,6.0,MADATHILKKALAM,T.SASIKALA,Member,INC,Woman
,,7.0,CHAMAPARAMBU,M.SYAMALA,Member,CPI(M),Woman
,,8.0,THALLUMANNAM,K.SYAMALA,Member,CPI(M),SC Woman
,,9.0,THUNDAPARAMBU,V.SREEDHARAN,Member,INC,General
,,10.0,OZHUVUPARA,C.AMBUJAKSHAN,Member,BJP,General
,,11.0,KOODALLUR,M RADHAKRISHNAN,Vice President,CPI(M),General
,,12.0,NADUTHARA,R KANNADAS,Member,CPI(M),General
,,13.0,THALOOR,A KRISHNAN,Member,CPI(M),SC
,,14.0,KUMARAMPUTHUR,K SIVAPRIYA,Member,INC,Woman
,,15.0,PALLAVUR,V.RAGHAVAN,Member,CPI(M),General
,,16.0,THEKKETHARA,K.VIJAYALAKSHMI,Member,INC,SC Woman
,,1.0,OZHUKUR,ABOOBACKER V .P,Vice President,IUML,General
,,2.0,PALLIMUKKU,KARATTUCHALI NAFALUNNISA,Member,IUML,Woman
,,3.0,NERAVATH,KEERAYADAN ASEENA JABIR,Member,INDEPENDENT,Woman
,,4.0,KEEZHMURI,BANGALATH SAKKEENA,Member,IUML,Woman
,,5.0,HILLTOP,BANGALATH POCKER A/S KUNHUTTY,Member,INDEPENDENT,General
,,6.0,MONGAM,C K MUHAMMED,Member,IUML,General
,,7.0,CHERIKKAKKAD,C K AMINA.,Member,IUML,Woman
,,8.0,ARIMBRA,POTTAMMAL SUNEERA,Member,IUML,Woman
,,9.0,POOTHANAPPARAMBU,HAMZA NHANDUKANNI,Member,IUML,General
,,10.0,KALATHUMPADI,PULLANI MANI,Member,IUML,SC
,,11.0,BIRIYAPPURAM,EDAKOTTU MOYIN KUTTY,Member,IUML,General
,,12.0,PARAKKAL,KALANGADAN ABDUL RASHEED,Member,IUML,General
,,13.0,VALANCHERI,KAKKATTUCHALI HAFSATH,Member,IUML,Woman
,,14.0,THIRUVALIPPARAMBU,E SURJITH,Member,CPI(M),General
,,15.0,MORAYUR,P .PATHUMMA KUTTY A/S MALUMMA,President,IUML,Woman
,,16.0,EDAPPARAMBU,PARAKKADAN ZAINABA,Member,CMP,Woman
,,17.0,KALATHIPARAMBU,PANTHALANCHERI SAFIYA,Member,INDEPENDENT,Woman
,,18.0,KUNNAKKADU,PARAKKUNNAN KALANTHAN A/S BAPPUTTY,Member,IUML,General
,,1.0,VENATTUKADU,LAILA PRATHAPAN,Member,CPI(M),Woman
,,2.0,COLLEGE,SIJI JOSEPH,Member,INC,Woman
,,3.0,KANNADY,RANIMOL ANILKUMAR,President,CPI(M),Woman
,,4.0,VALANCHERY,RAJESH (KALA MANGATTU),Member,INDEPENDENT,General
,,5.0,MARADU,E V KOMALAVALLY,Member,INC,SC
,,6.0,AMBANAPALLY,PUSHPA BIJU,Member,JSS,Woman
,,7.0,KIZHAKKETHALAKKAL,MATHEW OUSEPH,Member,CPI(M),General
,,8.0,KOLLAMUTTAM,JOSE (PIPPIRICHAN PULIMTHARA),Vice President,CPI(M),General
,,9.0,CHULAYIL,SANESH BABU,Member,CPI(M),General
,,10.0,KALAKANDAM,SOBHANA BABU,Member,CPI,Woman
,,11.0,PULINCUNNOO,ALEX MATHEW,Member,INC,General
,,12.0,KAYALPURAM,JOMOL JOSEPH,Member,INC,Woman
,,13.0,HOSPITAL,SIVANANDAN,Member,CPI(M),General
,,14.0,MANCOMPU TEMPLE,R REMESH,Member,BJP,General
,,15.0,STATUE WARD,SUDHAMANI VIJAYAN,Member,CPI(M),Woman
,,16.0,CHATHURTHYAKARY,SHINAMMA SHAJI,Member,INC,Woman
,,1.0,VANDIPPURA,BABY P,Member,CPI(M),Woman
,,2.0,PALAYAMKUNNU,SREELATHA D,Member,INC,Woman
,,3.0,KOVOOR,KAVITHA V,Member,INC,Woman
,,4.0,SIVAPURAM,ANIL. V,Member,INC,General
,,5.0,MUTHANA,JAYALEKSHMI S,Member,INC,Woman
,,6.0,MAVINMOODU,S SASIKALA NATH,Member,CPI(M),Woman
,,7.0,NJEKKADU,P.MANILAL,Member,INC,General
,,8.0,CHEMMARUTHY,SASEENDRA,President,INC,Woman
,,9.0,PANCHAYAT OFFICE,PRASANTH PANAYARA,Member,INC,General
,,10.0,VALIYAVILA,SANJAYAN S,Member,INC,General
,,11.0,THARATTA,A.H SALIM,Member,CPI(M),General
,,12.0,THOKKADU,BINDU.P,Member,JSS,Woman
,,13.0,PRALEYAGIRI,PANAYARA RAJU,Vice President,INC,General
,,14.0,PANAYARA,THYAGARAJAN.D,Member,INC,SC
,,15.0,THACHODU,LINEES R,Member,BSP,General
,,16.0,SREENIVASAPURAM,SHEELA K,Member,INC,Woman
,,17.0,NADAYARA,GEETHA NALAN,Member,INC,SC Woman
,,18.0,MUTTAPPALAM,SUNANDA S,Member,NCP,SC Woman
,,19.0,CHAVADIMUKKU,SAJU S,Member,INDEPENDENT,SC
,,1.0,MALEKURISU,ALLY PATHROSE,Member,INC,Woman
,,2.0,VADAYAMPADY,LATHA RAJU,Member,INC,Woman
,,3.0,PATHAM MILE,USHA KRISHNAN,Member,INC,Woman
,,4.0,PUTHUPPANAM,LEELA CHACKO PUTHIYAMADATHIL,Member,INC,Woman
,,5.0,KOLENCHERY,HEMALATHA RAVI,Member,INC,SC Woman
,,6.0,KARUKAPPILLY,MADHAVAN A. K.,Member,CPI(M),SC
,,7.0,THAMMANIMATTOM,SINDHU BABY,Vice President,INC,Woman
,,8.0,KINGINIMATTOM,NIBU.K KURIAKOSE,President,INC,General
,,9.0,PALACKAMATTOM,ADV.BIJU.K GEORGE,Member,INC,General
,,10.0,POOTHRIKKA WEST,ANISH JOSEPH,Member,INC,General
,,11.0,POOTHRIKKA EAST,KURIACHAN VAZHAYIL,Member,INC,General
,,12.0,CHOONDY,SINI JOY,Member,INC,Woman
,,13.0,MEEMPARA,MATHEWS KUMMANNOOR,Member,INC,General
,,14.0,KURINJI,SUSEEL.V DANIEL,Member,INC,General
,,1.0,MAIPADY,SINDHU C,Member,BJP,Woman
,,2.0,PATLA,RAHMATH B M,Member,IUML,Woman
,,3.0,KOLYA,PRABHASHANKARA A,Member,BJP,General
,,4.0,ARANTHODE,SUJNANI S SHYANUBOUGUE,Vice President,BJP,General
,,5.0,MADHUR,ANUPAMA,Member,BJP,Woman
,,6.0,HIDAYAT NAGAR,CHANDRASHEKHARA U,Member,IUML,SC
,,7.0,CHETTUMKUZHI,MOHAMMAD HABEEB S,Member,IUML,General
,,8.0,UDAYAGIRI,SULOCHANA,Member,BJP,Woman
,,9.0,KOTEKANI,JAYASHREE,Member,BJP,Woman
,,10.0,MEEPUGURI,GOPALAKRISHNA K,Member,BJP,General
,,11.0,SOORLU,RADHAKRISHNA SOORLU,Member,BJP,General
,,12.0,KELUGUDDE,MALATHI,Member,BJP,Woman
,,13.0,KALYANGAD,YASHODHA K,Member,BJP,Woman
,,14.0,RAMDAS NAGAR,PUSHPA K W/O GOPALAN (DRIVER),Member,BJP,Woman
,,15.0,KUDLU,REVATHI K,Member,BJP,Woman
,,16.0,MANNIPADY,MADHAVA MASTER,President,BJP,General
,,17.0,ULIYATHADKA,KUNHAHAMMAD ALIYAS U A ALI,Member,IUML,General
,,18.0,ULIYA,MUHAMMED KUNHI P M ALIYAS SHAFI PULIKOOR,Member,IUML,General
,,19.0,BHAGAVATHI NAGAR,RAJEEVI S,Member,BJP,Woman
,,20.0,SHIRIBAGILU,S RAVINDRA RAI,Member,BJP,General
,,1.0,KOTTUVANKONAM,PRIYASALINI P,Member,CPI(M),SC Woman
,,2.0,MUKKADA,JAYA V.G,President,CPI,Woman
,,3.0,KOONAMKULAM,MADHU C.K,Member,INC,General
,,4.0,PUTHENKULAM,LISSY SURESH,Member,INC,Woman
,,5.0,OONNINMOODU,NEETHU BAIJU,Member,INC,Woman
,,6.0,EZHAMVILA,SUNIL KUMAR V.K,Member,INC,General
,,7.0,POOTHAKULAM,PRADEEP V,Member,CPI(M),General
,,8.0,H.S WARD,SREEDEVI AMMA K.N,Member,CPI(M),Woman
,,9.0,PUNNEKKULAM,GIREESAN M,Member,CPI(M),General
,,10.0,EDAYADI,RAJEEVAN G,Member,INC,General
,,11.0,STADIUM,SAJITHA S,Member,CPI(M),Woman
,,12.0,NELLETTIL,PRASANTH G.R,Member,INC,SC
,,13.0,MAVILA,SASIDHARAN PILLAI M,Member,CPI,General
,,14.0,EDAVATTOM,SAJEESH P,Member,INC,General
,,15.0,KALAKKODU,VIJAYASREE,Member,CPI,Woman
,,16.0,P.H.C WARD,RAJANI BIJU,Member,INC,Woman
,,17.0,PERUMKULAM,SUNITHA L,Member,CPI(M),SC Woman
,,18.0,NJARODU,ASOKAN PILLAI V,Vice President,CPI(M),General
,,1.0,KARUMATHRA,GIRIJA DEVI M,Member,CPI(M),Woman
,,2.0,KARUMATHRA VADAKKEKARA,SURENDRAN A K,Member,CPI(M),General
,,3.0,VIRUPPAKKA,SUNIL JACOB,President,INDEPENDENT,General
,,4.0,VAZHANI,SALI POULOSE,Member,CPI(M),Woman
,,5.0,MANALITHARA KIZHAKKEKKARA,KRISHNANKUTTY A.R,Member,INDEPENDENT,General
,,6.0,MANALITHARA,NAKULAN M K,Member,CPI(M),General
,,7.0,MALAKKA,REJITHA BIJOSH,Member,CPI(M),Woman
,,8.0,VEEROLIPPADAM,BINNY JOHNSON,Member,INC,Woman
,,9.0,PAZHAYANNUPPADAM,KANAKAMMA P,Member,INC,Woman
,,10.0,AMBALAPPAD,RADHAKRISHNAN P R,Member,CPI(M),General
,,11.0,KUNDUKAD,BEENA KURIAN,Member,CPI(M),Woman
,,12.0,MEPPADAM,JAYAN T S,Member,CPI(M),General
,,13.0,PARAMBAYI,LISSY RAJU,Vice President,INC,Woman
,,14.0,KUTHUPARA,DHANYA RAJEEV,Member,CPI(M),SC Woman
,,15.0,ADANGALAM,HASSANAR P V,Member,INC,General
,,16.0,PANANGATTUKARA,SINDU SURESH,Member,INC,Woman
,,17.0,THEKKUMKARA,RAJENDRAN K A,Member,INC,SC
,,18.0,PUNNAMPARAMBU,RAMACHANDRAN K,Member,INDEPENDENT,General
,,1.0,GANESAVILASOM,JAYASREE KRISHNAN,Member,CPI(M),Woman
,,2.0,NELLIMUKAL,SREEDHARAN N,Member,CPI(M),General
,,3.0,MALANKAVU,MADHAVAN. A,Member,CPI,General
,,4.0,MAHARSHIMANGALAM,M.R. JAYAPRASAD,Member,INC,General
,,5.0,MANJALI,ANITHA K,Member,CPI(M),SC Woman
,,6.0,KANNIMALA,C THOMAS(JOSE),Member,INC,General
,,7.0,MUDIPPURA,L USHA KUMARY,President,INC,Woman
,,8.0,DESHAKKALLUMMOODU,OMANA K,Member,CPI(M),SC Woman
,,9.0,VELUTHAMBI DALAVA,SALAMATH P,Member,INC,Woman
,,10.0,MANNADI,C KRISHNA KUMAR,Vice President,INC,General
,,11.0,MANNADI THAZHAM,SURENDRAN NAIR,Member,INC,General
,,12.0,PANDIMALAPPURAM,T.N. RAJAMMA,Member,INC,Woman
,,13.0,NILACKAL,SARASWATHY AMMA,Member,CPI,Woman
,,14.0,ELLUMVILA,SASIKALA RAJAN,Member,CPI(M),SC
,,15.0,KADAMPANADU TOWN,R. SURESH KUMAR,Member,CPI(M),General
,,16.0,THUVAYOOR,LISSY ALEXANDER,Member,INC,Woman
,,17.0,KALLUKUZHI,KUNJUKUNJAMMA,Member,INC,Woman
,,1.0,MYLAMPARA,SIBI VARGHESE,Member,INC,Woman
,,2.0,CHULLIYODE,SIVATHMAJAN,Member,CPI(M),General
,,3.0,CHOKKAD,MOLLY PAULOSE,Member,INC,Woman
,,4.0,ADAKKAKUNDU,MARIA KUTTY T.J,President,INC,Woman
,,5.0,THARISH,MATHEW SEBASTIAN,Member,INDEPENDENT,General
,,6.0,KARUVARAKUNDU,BESTE MOL.K,Member,IUML,Woman
,,7.0,ANJILANGADI,NANDINI C.P,Member,INDEPENDENT,Woman
,,8.0,EDAPPATTA,JOJI .K.ALEX,Member,INDEPENDENT,General
,,9.0,TUVVUR,M AHAMMED MASTER,Vice President,IUML,General
,,10.0,VELLAYUR,KUNHIMOHAMMED.K,Member,IUML,General
,,11.0,KALIKAVU,JASEENA,Member,INC,Woman
,,12.0,MADAMBAM,RAFEEKA,Member,IUML,Woman
,,13.0,AMARAMBALAM SOUTH,SURESHKUMAR KALARIKKAL,Member,INC,General
,,14.0,KARULAYI,MANOJKUMAR.K,Member,CPI(M),SC
,,1.0,VENNIYODE,THRESIAMMA JOY,Member,SJ(D),Woman
,,2.0,MYLADI,SARADA MANIYAN,Vice President,SJ(D),ST Woman
,,3.0,CHEERAKATHU,JANCY MATHEW,Member,INC,Woman
,,4.0,VANDIYAMBATTA,HONEY JOSE,Member,INC,Woman
,,5.0,ANERI,PRASANNA KUMARI P.J,Member,INDEPENDENT,Woman
,,6.0,KARIMKUTTY,JOHNY E.F.,Member,INC,General
,,7.0,KOTTATHARA,YESUDASAN A P,Member,CPI(M),ST
,,8.0,KUNNATHAIKUNNU,BALAGOPALAN M,Member,CPI(M),General
,,9.0,KARINJHAKUNNU,MAIMOONA RASAK,Member,IUML,Woman
,,10.0,MADAKUNNU,ANTONY VARKEY,Member,CPI(M),General
,,11.0,VYPPADI,BALAN V.R.,Member,INDEPENDENT,ST
,,12.0,KUZHIVAYAL,USHA CHANDRAN,President,INC,ST Woman
,,13.0,MECHANA,JOHN P.K,Member,INC,General
,,1.0,PULLIKKANAM,SARIKAMMA,Member,CPI(M),SC Woman
,,2.0,ULUPPOONI,CHITHRA M RAJAN,President,INC,SC Woman
,,3.0,KOTTAMALA,SASIKUMAR.T.N,Member,INC,General
,,4.0,VATTAPATHAL,GEETHA GUNASEKHARAN,Member,INC,Woman
,,5.0,KOCHUKARUNTHARUVI,SINI PAUL,Member,INDEPENDENT,Woman
,,6.0,CHEMMANNU,BINDHU SURESHAN,Member,CPI(M),Woman
,,7.0,CHINNAR,MURUGAN THANGAVEL,Member,INC,General
,,8.0,VALLAKADAVU,VASANTHAKUMARI MILTON,Member,INC,Woman
,,9.0,HAILEYBURIA,SUHITHA SIVANANDHAN,Member,INC,Woman
,,10.0,KIZHAKKEPUTHUVAL,SHYLA JUSTIN,Member,INC,Woman
,,11.0,KOZHIKKANAM,SHEEBA GNANADAS,Member,CPI(M),Woman
,,12.0,THANNIKANAM,M.K.KUNJUMON,Member,CPI(M),General
,,13.0,ELAPPARA,C.SILVESTAR,Member,CPI(M),General
,,14.0,TYFORD,VIJAYAKUMAR,Member,CPI(M),General
,,15.0,BONAMI,P.MURUGAN,Member,RSP(B),SC
,,16.0,KOLAHALAMEDU,A.CHELLADURAI,Member,INC,SC
,,17.0,VAGAMON,SUNNY KOCHUTHAMPY,Vice President,INC,General
,,1.0,KOTTAYI,P V KRISHNANKUTTY,Member,CPI(M),SC
,,2.0,AYYAMKULAM,K A ABOOBACKER,Member,CPI(M),General
,,3.0,MADATHUMPADI,N K SASIDHARAN,Member,INC,General
,,4.0,THUVARAKKADU,RAVEENDRAN K P,President,CPI(M),General
,,5.0,KARIYANKODE,SREEDEVI,Member,INC,Woman
,,6.0,KANNACHIPARAMBU,CHANDRIKA M,Member,CPI(M),Woman
,,7.0,THEKKEKKADU,KUMARAI C,Member,CPI(M),Woman
,,8.0,PULINELLI,M MUTHU,Member,INC,General
,,9.0,KALLEKKADU,PREMAKUMARI V,Member,CPI(M),SC Woman
,,10.0,SASTHAPURAM,LALITHA B MENON,Vice President,CPI(M),Woman
,,11.0,CHEMBAI,C K SINDHU,Member,CPI(M),SC Woman
,,12.0,THEKKEKARA,K ROSHINI SASIDHARAN,Member,INC,Woman
,,13.0,MANDALAKODU,K V RADHAKRISHNAN,Member,INC,General
,,14.0,CHENNANGAD,K.K KRISHNAN,Member,CPI(M),SC
,,15.0,KOOTHALAKADU,RADHIKA P,Member,CPI(M),SC Woman
,,1.0,PERINJANAM NORTH,USHA PRAKASHAN,Member,CPI(M),SC
,,2.0,MAHALLARA,SAYIDA MUTHUKOYATHANGAL,Member,CPI,Woman
,,3.0,ACHAMKANDAM,VINITHA MOHANDAS,Member,CPI(M),Woman
,,4.0,PERINJANAM CENTRE,MRIDULA GIREESHKUMAR,Member,CPI(M),Woman
,,5.0,MOONNUPEDIKA,ABDUL NASAR,Vice President,CPI(M),General
,,6.0,HIGH SCHOOL,C P ULLAS,Member,INC,General
,,7.0,KANAL,GEETHA MADHAVAN,Member,INC,Woman
,,8.0,CHAKKARAPADAM,SHAILAJA PRADEEP,Member,CPI(M),Woman
,,9.0,SREEMURUGA,BINDU REJISHANKAR,Member,CPI,SC Woman
,,10.0,KUTTILAKADAVU,VRINDA PREMDAS,President,CPI(M),Woman
,,11.0,KOTTAMKULAM,K D RAGIND,Member,CPI(M),General
,,12.0,PERINJANAM SOUTH,AJAYAN.K.N,Member,CPI(M),General
,,13.0,ONAPARAMBU,T P RAGHUNADH,Member,CPI,General
,,14.0,KADAPPURAM SOUTH,NIRMALA PEETHAMBARAN,Member,CPI(M),Woman
,,15.0,KADAPPURAM,AJAYAGHOSH,Member,CPI(M),General
,,1.0,CHERUSSERY,MADANA MOHANAN C.R,Member,CPI(M),SC
,,2.0,SREEKRISHNANPURAM,DASAN C.P.,Member,CPI(M),General
,,3.0,MOSCONAGAR,RAJAN P. V,Member,INC,General
,,4.0,CHATTAKUDAM,KAVITHA JOS,Vice President,INDEPENDENT,Woman
,,5.0,KADALASSERY,SARALA V.R,Member,CPI(M),General
,,6.0,NJERUVISSERY,SYAMALA P.M,Member,CPI,Woman
,,7.0,ARATTUPUZHA NORTH,SARITHA VISWAN,Member,BJP,Woman
,,8.0,ARATTUPUZHA SOUTH,RAVINDRANATHAN K,President,INDEPENDENT,General
,,9.0,PALLISERY,MOHANAN T. K.,Member,INDEPENDENT,General
,,10.0,KANDESWARAM,SUMATHY VALSAN,Member,INC,SC Woman
,,11.0,ILAMKUNNU,VANAJA BABU,Member,CPI,Woman
,,12.0,SREENARAYANAPURAM,BINDU VINOD,Member,CPI(M),Woman
,,13.0,VALLACHIRA,VALSALA BALAN,Member,INDEPENDENT,Woman
,,14.0,PUTHUKULANGARA,VENU T. V,Member,INDEPENDENT,General
,,1.0,MUTTARA,SREELETHA DILEEP,Member,INDEPENDENT,Woman
,,2.0,MANIKANDESWARAM,MADHU MUTTARA,Member,CPI,General
,,3.0,ODANAVATTOM,SHEEBA SANTHOSH,Member,INC,Woman
,,4.0,VAPPALA,PRASANTH,Member,CPI(M),General
,,5.0,CHEPRA,"OMANA,",Member,INDEPENDENT,Woman
,,6.0,KALAPPILA,MONY MANOHARAN,Member,CPI(M),Woman
,,7.0,MALAYIL,SIVADAS,Member,BJP,SC
,,8.0,KAYILA,OMANAKKUTTAN,Member,CPI(M),General
,,9.0,VELIYAM,REKHA,Vice President,CPI(M),Woman
,,10.0,VELIYAM COLONY,BINOJ,Member,CPI,General
,,11.0,AROORKONAM,SANALKUMAR B,President,CPI(M),General
,,12.0,PADINJATTINKARA,PRASANNAN D,Member,CPI,General
,,13.0,KOTTARA,T. OMANA SREEDHARAN,Member,INC,SC Woman
,,14.0,KALAYAKKODU,IBRAHIMKUTTY T,Member,CPI,General
,,15.0,PARUTHIYARA,SUJA T,Member,INC,Woman
,,16.0,KATTAYIL,VINEETHA VIJAYAPRAKASH S,Member,INC,Woman
,,17.0,KUDAVATTUR,RAMANI K,Member,CPI(M),Woman
,,18.0,AMBALATHUMKALA,MADHU K,Member,CPI(M),General
,,19.0,MAROOR,SINDHU C,Member,CPI(M),SC Woman
,,1.0,PATHIRIKAD,T.SUHARABI,Member,IUML,Woman
,,2.0,CHENAPARAMBU WEST,THOTTOLI RADHA,Member,CPI(M),Woman
,,3.0,CHENAPARAMBU EAST,PUSHPA . K,Member,CPI(M),Woman
,,4.0,KOTTAPADAM,K.T.MURALIDHARAN,Member,NCP,General
,,5.0,CHANDAKADAVU,THESVEER HASSAN,Member,INC,General
,,6.0,PETTA,T.M .POKUTTY,Member,IUML,General
,,7.0,CHUNGAM,KALATHINGAL ZAKARIYA,Member,IUML,General
,,8.0,KALLITHODY,VARENCHERY MANOJ MANOJ,Member,CPI(M),General
,,9.0,NALLUR EAST,SHEEBA.C.V,Member,CPI(M),SC Woman
,,10.0,PUTHUKKAZHIPADAM,PRAJALA.N,Member,CPI(M),Woman
,,11.0,KUNNATHUMOTTA,NUSRATH.T,Member,INDEPENDENT,Woman
,,12.0,PERUMUGHAM,MOOCHINGAL ASOKAN,Member,INC,General
,,13.0,PERUMUGHAM SOUTH,MALAYIL KUTTAN,Member,CPI(M),General
,,14.0,KALLAMPARA EAST,BAKIR.M,Member,IUML,General
,,15.0,KALLAMPARA,RUBEENA.P,Member,IUML,Woman
,,16.0,PUTTEKKAD,BABUDASAN,Member,CPI(M),General
,,17.0,NALLUR,SARADA.C.P,Member,CPI(M),Woman
,,18.0,FEROKE TOWN,MANEZHI SUKUMARAN,Member,CPI(M),SC
,,19.0,PUTTEKKAD WEST,SARASU,President,CPI(M),Woman
,,20.0,WEST NALLUR,CHANDRAMATHI.C,Member,CPI,Woman
,,21.0,MADATHILPADAM EAST,ASIYA.C.P,Member,IUML,Woman
,,22.0,MUKKONAM,ABDUL MAJEED K.T.,Vice President,CPI(M),General
,,23.0,KOTHARTHODU,M M JAMEELA,Member,IUML,Woman
,,1.0,ANJATHANI PAZHATHARA,C SATHYABHAMA,Member,CPI(M),SC Woman
,,2.0,KADUNGAM,T VIJAYAN,Member,CPI(M),General
,,3.0,ELAMANNAM,C KARTHIAYANI,Member,CPI(M),Woman
,,4.0,MANAMKULAMBU,C MINI,Member,CPI(M),Woman
,,5.0,MAHALIKUDAM,P. KRISHNAN,President,CPI(M),SC
,,6.0,THENKURISSI THARA,M K LOKANATHAN,Member,INDEPENDENT,General
,,7.0,VILAYANCHATHANUR,V JAYAMANI,Member,CPI(M),SC Woman
,,8.0,KANNIYODE,M VIJAYAN,Member,CPI(M),General
,,9.0,VEMBALLUR,A SUNDARAN,Member,CPI(M),General
,,10.0,MURINGAMALA,T. INDIRA DEVI,Member,CPI(M),Woman
,,11.0,MANJALLUR,R. RAJESH,Member,INDEPENDENT,General
,,12.0,EDAPARAMBU,RADHAKRISHNAN K,Member,CPI(M),SC
,,13.0,VETTUKADU,AMBIKA A,Member,CPI(M),SC Woman
,,14.0,KOTTADI,M SALEENA,Vice President,CPI(M),Woman
,,15.0,ANAKUTTIPPARA,LATHA S,Member,CPI(M),Woman
,,16.0,CHERUKODE,N ABHILASH,Member,CPI(M),General
,,17.0,KAYARAMKULAM,SHELI P,Member,CPI(M),Woman
,,1.0,KUDUMBOOR,LATHA BALAKRISHNAN,Member,INC,Woman
,,2.0,ADAKAM,H VIGNESHWAR BHAT,President,INC,General
,,3.0,CHEDIKUNDU,ABRAHAM KADUTHODY,Member,KC(M),General
,,4.0,POOKAYAM,THRESIAMMA MATHEW,Member,INC,Woman
,,5.0,KOLICHAL,LATHA K,Member,INC,ST
,,6.0,MALAKKALLU,MINI VARGHESE,Member,CMP,Woman
,,7.0,CHERUPANATHADY,GEETHA P,Member,INC,Woman
,,8.0,KALLAR,K KRISHNAN,Member,CPI(M),General
,,9.0,VANNATHIKANAM,VIMALA KRISHNAN,Member,INC,Woman
,,10.0,RAJAPURAM,LEELAMMA JOSE,Vice President,INC,Woman
,,11.0,POODAMKALLU,SANKARA NARAYANAN M,Member,INC,General
,,12.0,CHETTUKALLU,K GOPI,Member,INC,General
,,13.0,KOTTODI,ABDULLA B,Member,INC,General
,,14.0,MANHANGANAM,GOPI H,Member,INDEPENDENT,ST
,,1.0,KADAMKODE,APPUNNI A,Member,CPI(M),General
,,2.0,KARAKKAD,SHEEBA K,Member,INC,Woman
,,3.0,KARINGARAPULLY,KANAKALATHA K,Member,CPI(M),SC Woman
,,4.0,URAPPADAM,RADHAMANI M,Member,CPI(M),SC Woman
,,5.0,ERATTAYAL,KANCHANA K,Member,CPI(M),Woman
,,6.0,MIDHUNAMPALLAM,BINDU D,Member,CPI(M),Woman
,,7.0,KODUMBU,SRIDEVI M,Member,INC,Woman
,,8.0,ALTHARA,NARAYANANKUTTY E,Member,INC,General
,,9.0,CHIRAPADAM,PAZHANIMALA K,Member,INC,General
,,10.0,OLASSERY,RAMAN V,Member,CPI(M),SC
,,11.0,THASRAK,SETHUMADHAVAN K.P,Member,CPI(M),General
,,12.0,PEZHUMPALLAM,JANAKI K,Member,INC,Woman
,,13.0,THIRUVALATHUR,BABY B,Vice President,CPI(M),Woman
,,14.0,KALLINGAL,CHATHU V,Member,INC,General
,,15.0,CANAL,SASIDHARAN V,President,CPI(M),General
,,1.0,POOTHAMKUTTY,DALEELA THOMAS,Member,CPI(M),Woman
,,2.0,EDALAKKAD,MICHAEL K S,Member,CPI(M),General
,,3.0,THABORE,P V MOHANAN,Member,CPI(M),General
,,4.0,KOKKUNNU,ANNIE FRANCIS,Member,INDEPENDENT,Woman
,,5.0,KANAN DESAM,BIJU PALATTY,President,INC,General
,,6.0,BASELIOUS NAGAR,MOLY VINCENT,Member,INC,Woman
,,7.0,MOOKKANNOOR CHURCH,JOSE MADASSERY,Member,INC,General
